checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible
results/pomo_eval_ep1000/train_pomo_soft_attr/epoch-1000.pt,attr,0.0,True,pomo_soft_attr_ep1000,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw100_uniform.pkl,1000,27.2961,26.6099,37.968,0.9,27.5213,26.6343,0.0,0.0
