checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible,improve_no_aug,improve_aug,improve_sol_infeasible,improve_ins_infeasible
published_kopt50.pt,attr,0.0,True,released_car_kopt50,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw50_uniform.pkl,1000,15.0222,14.8001,20.85,3.5,15.7101,14.8401,0.0,0.0,14.9705,14.7585,18.213,2.3
