checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible
results/pomo_eval_ep1000/train_pomo_soft_attr/epoch-1000.pt,attr,0.0,True,pomo_soft_attr_ep1000,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw50_uniform.pkl,1000,15.2236,14.8115,29.28,0.1,15.2401,14.8091,0.0,0.0
