checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible
results/pomo1000/train_pomo_soft_attr/20260906_024257train_attr/val_model_best_cons.pt,attr,0.0,True,pomo_soft_attr_best_ep985,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw100_uniform.pkl,1000,27.2655,26.6429,46.055,1.7,27.7125,26.7109,0.0,0.0
results/pomo1000/train_pomo_soft_interface/20260908_065128train_interface/val_model_best_cons.pt,interface,0.0,True,pomo_soft_interface_best_ep995,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw100_uniform.pkl,1000,26.0794,25.498,2.413,0.0,26.0786,25.4978,0.0,0.0
