checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible
results/pomo1000/train_pomo_soft_attr/20260906_024257train_attr/val_model_best_cons.pt,attr,0.0,True,pomo_soft_attr_best_ep985,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw50_uniform.pkl,1000,15.1676,14.7886,30.451,0.3,15.2487,14.7958,0.0,0.0
results/pomo1000/train_pomo_soft_interface/20260908_065128train_interface/val_model_best_cons.pt,interface,0.0,True,pomo_soft_interface_best_ep995,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw50_uniform.pkl,1000,14.8752,14.5326,10.393,0.0,14.879,14.5322,0.0,0.0
