checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible,improve_no_aug,improve_aug,improve_sol_infeasible,improve_ins_infeasible
pretrained/CVRPBLTW/CaR-kopt_50/checkpoint.pt,attr,0.0,True,published_car_kopt_50,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw50_uniform.pkl,1000,15.0113,14.7968,20.975,3.4,15.711,14.8473,0.0,0.0,14.969,14.7422,18.5,2.6
