checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible,improve_no_aug,improve_aug,improve_sol_infeasible,improve_ins_infeasible
pretrained/CVRPBLTW/CaR-kopt_100/checkpoint.pt,attr,0.0,True,published_car_kopt_100_t10,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw100_uniform.pkl,1000,24.5314,24.4034,22.225,2.8,26.3597,24.5904,0.0,0.0,24.4925,24.3589,20.625,2.7
