checkpoint,constraint_repr,slack_weight,couple_rows,arm,variant,active_constraints,filled_free_constraints,dataset,episodes,construct_no_aug,construct_aug,construct_sol_infeasible,construct_ins_infeasible,masked_no_aug,masked_aug,masked_sol_infeasible,masked_ins_infeasible,improve_no_aug,improve_aug,improve_sol_infeasible,improve_ins_infeasible
pretrained/CVRPBLTW/CaR-rr_100/checkpoint.pt,attr,0.0,True,published_car_rr_100_t5,VRPBLTW,backhaul+route_limit+time_window,,vrpbltw100_uniform.pkl,1000,24.7488,24.46,23.75,3.1,25.9873,24.5527,0.0,0.0,24.6886,24.3513,16.05,2.1
